"Beer Style",Taste Review
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",1.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",2.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.0
"Belgian IPA",4.0
"Belgian IPA",4.0
"Belgian IPA",4.0
"Belgian IPA",4.0
"Belgian IPA",3.5
"Belgian IPA",4.0
"Belgian IPA",4.0
"Belgian IPA",4.0
"Belgian IPA",3.5
"Belgian IPA",4.0
"Belgian IPA",4.5
"Belgian IPA",2.0
"Belgian IPA",4.0
"Belgian IPA",4.0
"Belgian IPA",4.0
"Belgian IPA",4.0
"Belgian IPA",3.5
"Belgian IPA",4.5
"Belgian IPA",4.0
"Belgian IPA",4.0
"Belgian IPA",4.5
"Belgian IPA",4.0
"Belgian IPA",4.0
"Belgian IPA",4.5
"Belgian IPA",3.0
"Belgian IPA",4.0
"Belgian IPA",3.0
"Belgian IPA",4.0
"Belgian IPA",3.5
"Belgian IPA",4.0
"Belgian IPA",4.5
"Belgian IPA",4.0
"Belgian IPA",4.0
"Belgian IPA",4.0
"Belgian IPA",4.5
"Belgian IPA",4.0
"Belgian IPA",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",2.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",2.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",2.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",2.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.5
"Russian Imperial Stout",4.0
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",3.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",5.0
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.5
"Russian Imperial Stout",4.0
